name|street|city|state|zip|phone|website|lat|lon|slips|max_loa|vhf|amenities|source
Prime Catch Restaurant|700 East Woolbright Road|Boynton Beach|FL|33435|561.737.8822||26.51429546487347|-80.05637501364414|||||marinas.com
Southgate Towers Marina|900 West Avenue|Miami Beach|FL|33139|+18634518774|www.southgatetowersmiami.com|25.780239|-80.143484|||||marinas.com
Lauderdale Marina|1900 Southeast 15th St|Fort Lauderdale|FL|33316|(954) 523-8507|www.lauderdalemarina.com|26.10348504601437|-80.12004678386451|||||marinas.com
17th Street Yacht Basin|1881 SE 17th Street|Fort Lauderdale|FL|33316|+19545276766||26.10189019766563|-80.12087248983724|||16||marinas.com
Eden Roc Miami Marina |4525 Collins Ave|Miami Beach|FL|33140|+13054581333||25.81985436396521|-80.12314079509395|||||marinas.com
Waterstone Resort and Marina|999 East Camino Real|Boca Raton|FL|33432|(561) 413-8281|www.flyingfishboca.com|26.33940868215872|-80.07295658927082|||||marinas.com
Port 32 Fort Lauderdale|1915 SW 21st Ave|Ft. Lauderdale|FL|33312|954.895.8360||26.097609602433565|-80.17007811458649|||||marinas.com
PORT 32 Palm Beach Gardens|2385 PGA Blvd #E|Palm Beach Gardens|FL|33410|561.626.0200||26.845895|-80.068119|||||marinas.com
Williams Island Marina|4100 Island Bl, CU#2|Aventura|FL|33160|+13059377813|www.WilliamsIslandMarina.com|25.94029681470778|-80.13678396441998|||16||marinas.com
Hollywood Marina|700 Polk Street|Hollywood|FL|33019|954.921.3035|www.hollywoodmarina.org|26.0147343|-80.1187515|||||marinas.com
Bentley Bay Marina|520 West Ave|Miami Beach|FL|33139|+1 (305) 674-0686, 305-632-1242|www.bentleybaymarina.com|25.77520746603409|-80.14251026775496|||||marinas.com
Fontainebleau Marina|4441 Collins Avenue|Miami Beach|FL|33140|305 538-2022|www.fontainebleaumarina.com|25.817949429029|-80.12349996076769|||||marinas.com
Marine Stadium Marina |3501 Rickenbacker Csway|Key Biscayne|FL|33149|305-361-3316|www.miamigov.com|25.7447920278789|-80.17236240143497|||16||marinas.com
Marina Road Boat Yard|3000 W. State Road 84|Fort Lauderdale|FL|33312|954-321-1010|www.marinaroadboatyard.com|26.08457870393228|-80.18317305595129|||||marinas.com
Bayshore Landing Marina|2550 S Bayshore Dr|Coconut Grove|FL|33133|+13058547997||25.73156159998082|-80.23210806635439|||16||marinas.com
EPIC Marina|270 Biscayne Boulevard Way|Miami|FL|33131|+13054006711|www.epicmarina.com|25.7702789|-80.1880569|||16||marinas.com
Hall of Fame Marina|435 Seabreeze Blvd|Fort Lauderdale|FL|33316|9547643975|www.halloffamemarina.com|26.11686235850867|-80.10769873141646|||16||marinas.com
Royale Palm Yacht Basin|629 NE 3rd Street|Dania Beach|FL|33004|+19549235900|www.royalepalm.com|26.0587566538382|-80.13297812741432|||||marinas.com
Coconut Grove Sailing Club|2990 South Bay Shore Drive|Miami|FL|33133|305-444-4571|www.cgsc.org|25.725801444611406|-80.23909437080023|||||marinas.com
Dania Cut Super Yacht Repair Facility|760 N.E. 7th Ave|Fort Lauderdale|FL|33004|954-923-9545|www.daniacut.com|26.060478131668262|-80.13164904612479|||||marinas.com
New River Downtown Docks|450 SW 7th Ave|Fort Lauderdale|FL|33301|+19548285423|www.parks.fortlauderdale.gov|26.1175|-80.1347222222222|||9||marinas.com
Cracker Boy Boat Works - Riviera Beach|1124 Avenue C|Riviera Beach|FL|33404|561-845-0357|www.crackerboyboatworks.com|26.771616066392497|-80.0511132874014|||||marinas.com
Dockside Petroleum Services, Inc||Riviera Beach|FL|33404|561-882-0131||26.77843445030892|-80.05113976408462|||||marinas.com
Porta Bella Yacht and Tennis Club|799 Jeffery St # 107|Boca Raton|FL|33487| 561-997-7333|www.portabellayachtandtennisclub.net|26.40408838177258|-80.06979293177565|||||marinas.com
Gateway Marina|8250 S Federal Hwy|Hypoluxo|FL|33462|561-588-1211|www.gatewaymarina.net|26.55403852326218|-80.05231536280077|||||marinas.com
Deck 84 Restaurant and Dock Bar|840 East Atlantic Avenue|Delray Beach|FL|33483|561-665-8484|www.deck84.com|26.461311043022604|-80.06427564675275|||||marinas.com
Derecktor Dania|775 Taylor Lane|Dania|FL|33004|+19549205756|www.derecktor.com|26.0602790219865|-80.13419149628582|||||marinas.com
Cable Marine East Yard|301 SW 24th St|Fort Lauderdale|FL|33315|+19544622822|www.cablemarine.com|26.10246685040855|-80.12690742264971|||||marinas.com
Gilbane Boatworks|19137 SE Federal Hwy # 1|Jupiter|FL|33469|5617442223|www.gilbaneboatworks.com|26.9711429|-80.0860609|||||marinas.com
Murrelle Marine|846 N Dixie Hwy|Lantana|FL|33462|561-582-3213||26.591820168794726|-80.04863230435768|||||marinas.com
Marina Palms Yacht Club|17211 Biscayne Blvd|North Miami Beach|FL|33160|+17867072629||25.934707432729|-80.14983312132735|||16||marinas.com
Harbourside Place Marina|200 N US Highway One|Jupiter|FL|33477|561.602.2371||26.936197620089473|-80.08384423892026|||||marinas.com
Square Grouper Tiki Bar and Marina|1111 Love Street|Jupiter|FL|33477|561-575-0252||26.9461|-80.08108333333334|||||marinas.com
Palm Beach Yacht Center|7848 S Federal Hwy|Hypoluxo|FL|33462|561-588-9911|www.palmbeachyacht.com|26.56000114898599|-80.05157321511359|||||marinas.com
Safe Harbor Lauderdale Marine Center|2001 SW 20th St|Fort Lauderdale|FL|33315-1827|954 713-0333|www.lauderdalemarinecenter.com|26.0971088|-80.166275|||||marinas.com
Pennell's Marine|418 NE River Drive|Deerfield Beach|FL|33441|954-426-2628|www.pennellsmarine.net|26.32344852564917|-80.09934709528022|||||marinas.com
River Cove Marina|2000 NW North River Dr|Miami|FL|33125|+13055455001|www.rivercovemarina.com|25.78798331813667|-80.22891150175657|||||marinas.com
1000 North Restaurant and Club|1000 US-1 |Jupiter|FL|33477|(561) 570-1000|www.1000north.com|26.94635791967407|-80.08549499344305|||||marinas.com
Mizner Marina|790 NW 1st Ave|Deerfield Beach|FL|33441|954 418 0777|www.miznermarina.com|26.3277460230272|-80.1033539766425|||||marinas.com
Thunderboat Marine Service Center|1451 Old Griffin Rd|Dania Beach|FL|33004|(954) 924-9444|www.thunderboatmarinecenter.com|26.058654749196094|-80.15431562432063|||||marinas.com
Port 32 Lighthouse Point|2831 Marina Cir|Lighthouse Point|FL|33064|+19549410227||26.26702301937085|-80.08339342562914|||16||marinas.com
Venetian Marina \u0026 Yacht Club|1635 North Bayshore Dr|Miami|FL|33132|+17867851679||25.79094799341573|-80.1844940431592|||||marinas.com
Plantation Yacht Harbor|87000 Overseas Highway|Islamorada|FL|33036|+13058522381|www.islamorada.fl.us|24.9652256830487|-80.5684455024956|||16||marinas.com
Nautical Ventures Marine Center|4470 Anglers Ave.|Dania Beach|FL|33312|954-962-8702|www.nauticalventures.com|26.0672100695654|-80.1675253849295|||||marinas.com
Quint Collection Marina|2800 N Ocean Dr|Hollywood|FL|33019|1-833-784-6818||26.029023133358834|-80.11621812038783|||||marinas.com
Miami River Hurricane Safe Boatyard|3250 NW N River Dr|Miami|FL|33142|(305) 982-8047|www.facebook.com|25.799953464417257|-80.24949084136279|||||marinas.com
River Point Marina|2490 NW 18th Terrace|Miami|FL||(954) 249-2652||25.79127926457673|-80.23770316749936|||||marinas.com
Chamonix Marina|3350 N.W. 21 Street|Miami|FL|33142|+17866358807|www.chamonixyachts.com|25.79513382323235|-80.24688605992793|||||marinas.com
Brickell Place Marina|1865 Brickell Ave|Miami|FL|33129|(305) 858-7760||25.753146133566148|-80.19595484526002|||||marinas.com
F3 Marina - Fort Lauderdale|1335 Southeast 16th Street|Fort Lauderdale|FL|33316|+14142711111||26.10238108244464|-80.1295061189319|||||marinas.com
Bahia Mar Yachting Center|801 Seabreeze Boulevard|Fort Lauderdale|FL|33316|954-627-6309|www.bahiamaryachtingcenter.com|26.113378240919587|-80.10855063814553|||16||marinas.com
Shake-a-Leg Miami|2620 S Bayshore Dr|Coconut Grove|FL|33133|+13058585550|www.shakealegmiami.org|25.73115218061668|-80.23303653815671|||||marinas.com
The Boca Raton|501 East Camino Real|Boca Raton|FL|33432|+15614473474|www.thebocaraton.com|26.340984745684693|-80.0772791449551|||71||marinas.com
Safe Harbor Old Port Cove|116 Lakeshore Drive|North Palm Beach|FL|33408|+15616261760||26.83484743689965|-80.05524376043871|||16||marinas.com
Boathouse Marine Center Fuel Dock and Shipstore|599 South Federal Highway|Pompano Beach|FL|33062|+19549433200||26.22619058380785|-80.10341637239553|||||marinas.com
Palm Beach Yacht Club \u0026 Marina|800 N Flagler Drive|West Palm Beach|FL|33401|561-602-0265|www.pbyc.com|26.72039335128939|-80.04811570120604|||||marinas.com
Town of Palm Beach Marina|500 Australian Avenue|Palm Beach|FL|33480|+15618385463||26.70304263940869|-80.04555162636927|||16||marinas.com
Marina Mile Yachting Center|2200 Marina Bay Drive East|Fort Lauderdale|FL|33312|9545830053||26.0937|-80.1699|||||marinas.com
